GEOID,B25075_002M,B25075_003M,B25075_004M,B25075_005M,B25075_006M,B25075_007M,B25075_008M,B25075_009M,B25075_010M,B25075_011M,B25075_012M,B25075_013M,B25075_014M,B25075_015M,B25075_016M,B25075_017M,B25075_018M,B25075_019M,B25075_020M,B25075_021M,B25075_022M,B25075_023M,B25075_024M,B25075_025M
g361031471002,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,31,26,11,11
g361031471003,5,11,11,11,11,11,11,11,11,11,4,9,11,11,11,11,11,11,11,10,26,40,23,19
g361031472001,23,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,65,31,112,93,22,11,10,57
g361031472002,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,11,65,11,11,11,11
g361031472003,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,59,34,53,27,20
g361031472004,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,34,59,11,11,23
g361031472005,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,11,25,11,11,11,11,11
g361031473001,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,67,11,11,11,41,11,11,11,11
g361031473002,11,11,11,11,26,11,11,11,11,11,11,11,11,11,11,11,11,11,27,18,11,11,11,11
g361031473003,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,35,55,72,22,60,11,40,11,11
g361031473004,11,11,11,11,11,11,11,11,11,11,11,11,11,11,32,26,11,11,48,80,11,25,11,11
g361031473005,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,24,11,11,11,23,11,11,11
g361031473006,29,11,11,11,11,11,11,11,18,11,11,26,11,11,11,20,11,11,25,29,86,86,33,11
g361031474011,11,11,11,11,11,11,11,27,11,11,11,11,11,11,11,11,11,11,58,95,44,55,11,11
g361031474012,11,11,11,11,11,11,11,11,11,11,11,20,11,11,48,35,24,48,11,85,19,37,31,11
g361031474013,11,11,11,11,11,11,20,19,11,11,11,11,11,11,11,11,23,11,43,88,121,11,11,11
g361031474014,11,11,11,11,11,11,11,11,11,11,11,11,11,50,44,26,11,39,11,29,24,11,11,11
g361031474021,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,36,53,52,26,19
g361031474022,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,18,11,11,25,71,39,26
g361031474023,11,26,11,20,11,11,15,11,11,11,11,11,11,11,11,11,11,11,11,51,51,40,22,22
g361031475011,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,48,43,34,11,11
g361031475012,11,11,11,11,11,30,11,11,11,17,11,11,11,11,11,11,11,34,49,117,73,54,11,11
g361031475013,11,11,11,11,11,40,11,11,11,11,11,11,11,11,11,11,11,30,22,60,41,11,11,11
g361031475014,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,29,47,36,46,11,11
g361031475015,11,11,11,11,11,11,11,11,11,11,11,11,11,53,11,11,11,11,29,26,61,69,52,115
g361031475016,11,11,11,11,11,11,11,11,11,11,11,11,11,25,21,35,48,15,32,88,32,34,26,11
g361031475021,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,28,38,67,11,11,21
g361031475022,11,11,22,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,54,57,53,33,11
g361031475023,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,11,11,12,94,81,62,10,15
g361031475024,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,11,23,74,49,59,11,67
g361031475025,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,11,50,29,41,32,15
g361031475031,11,11,11,11,11,11,11,11,24,8,11,11,11,11,11,11,11,15,55,12,35,65,48,37
g361031476011,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,11,40,45,52,32,9
g361031476012,13,11,11,11,11,11,11,7,11,13,11,11,11,11,11,11,11,11,8,36,42,43,24,24
g361031476021,11,11,11,11,11,11,11,11,11,11,11,21,11,15,45,21,49,51,21,65,75,43,11,11
g361031476022,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,89,94,23,11
g361031476023,11,11,11,11,11,16,11,11,11,11,11,11,11,11,11,11,11,11,47,69,74,27,11,49
g361031476024,11,11,11,11,11,11,11,16,11,11,11,11,11,11,11,11,11,11,25,81,65,41,11,11
g361031477011,11,11,12,11,11,11,11,11,11,11,11,11,11,11,10,11,11,25,21,57,49,45,15,11
g361031477012,11,11,11,11,11,11,11,11,11,11,11,11,11,29,22,31,14,15,17,52,63,16,11,19
g361031477021,11,11,11,11,11,11,24,10,11,11,11,11,11,11,12,11,11,11,22,49,62,44,11,11
g361031477022,11,11,14,11,11,11,19,11,11,11,11,11,11,11,11,11,11,20,27,52,30,13,11,11
g361031477023,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,30,63,63,42,11,11
g361031477024,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,11,11,11,24,44,43,20,11,11
g361031478021,11,11,11,11,11,11,11,11,11,18,11,11,11,11,11,11,11,11,15,43,37,32,11,11
g361031478022,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,13,17,32,31,56,53,16
g361031478023,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,47,28,27,53,46,31,13
g361031478031,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,27,48,69,43,46,25,11
g361031478032,11,11,11,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,49,31,41,14,11
g361031478041,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,14,53,89,69,57,11,11
g361031478042,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,11,11,11,39,54,70,11,11
g361031478043,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,20,22,48,45,50,14,11
g361031478044,19,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,13,30,59,56,42,11,16
g361031479011,16,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,19,35,83,77,21,15,10
g361031479012,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,20,22,11,11,11,11
g361031479013,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,20,11,15,11
g361031479021,11,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,11,13,11,37,35,41,24,11
g361031479022,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,40,31,83,20
g361031479023,11,11,11,11,11,11,11,11,11,11,18,11,11,11,11,11,11,11,16,34,67,60,59,12
g361031479024,13,11,11,11,11,11,11,11,11,11,11,11,11,16,11,11,11,19,11,59,34,48,23,11
g361031580011,3,11,11,11,11,11,11,11,11,11,11,11,11,4,11,11,11,11,11,7,4,20,22,46
g361031580012,11,11,11,11,11,5,11,11,11,11,11,11,11,7,5,11,11,6,15,28,20,17,15,18
g361031580013,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,25,15,31,39,34,28
g361031580014,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,37,30,48,42,57
g361031580015,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,12,32,19,36
g361031580021,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,60,55,68,47,11
g361031580022,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,34,98,58,27,11
g361031580023,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,32,83,123,45,29
g361031580024,24,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,28,11,32,105,24,11
g361031580025,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,51,73,24,11
g361031580026,27,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,11,45,32,70,83,47
g361031580061,11,11,11,11,13,11,11,24,11,11,11,11,11,11,11,11,11,24,51,79,123,68,11,11
g361031580062,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,41,25,98,104,76,35,11
g361031580063,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,25,29,34,46,72,11,11,11
g361031580064,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,62,53,29,23,15,11
g361031580071,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
g361031580072,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,16,13,6,11,6
g361031580073,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11
g361031580074,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
g361031580091,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,31,47,45,11,14
g361031580092,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,55,56,34,20,7
g361031580101,19,11,11,11,11,11,11,20,11,20,11,13,16,11,11,11,11,9,11,30,84,86,24,11
g361031580102,22,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,67,48,40,14,11
g361031580103,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,28,43,65,11,11
g361031580111,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,11,32,51,87,76,25,11,11
g361031580112,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,13,11,46,54,62,48,17
g361031580113,35,11,11,11,11,11,11,11,11,11,11,55,58,41,58,33,11,36,11,11,11,16,18,11
g361031581021,11,11,11,11,11,11,17,11,11,11,11,11,11,11,11,11,17,51,85,93,50,12,22,11
g361031581022,17,11,11,11,11,11,21,11,11,11,11,11,11,17,11,11,12,19,96,98,35,62,11,11
g361031581031,11,11,11,11,11,11,11,11,11,11,11,11,11,11,46,5,15,47,74,95,78,32,30,11
g361031581032,11,11,11,11,11,11,11,11,11,11,11,11,11,23,11,11,17,45,49,52,35,11,11,11
g361031581041,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,24,73,75,60,38,11,11
g361031581042,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,23,51,66,75,11,20,11,11
g361031581043,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,11,15,39,39,96,18,18,11,17
g361031581071,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,14,42,23,57,65,51,8,10
g361031581072,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,56,76,68,46,11,11
g361031581081,14,11,11,11,7,11,11,11,11,11,11,8,11,11,11,11,13,15,33,59,33,57,26,42
g361031581101,12,11,11,11,11,11,11,11,11,11,11,11,11,11,12,10,11,49,34,78,36,21,11,13
g361031581102,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,28,58,84,35,13,11,11
g361031581111,11,11,11,8,11,10,11,11,11,11,11,11,11,11,11,11,11,47,52,67,17,16,11,11
g361031581112,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,44,49,43,9,9,11,11
g361031581121,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,11,37,80,62,51,21,11,11
g361031581122,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,24,11,75,81,65,61,11,11,11
g361031581141,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,51,45,84,52,32,16,17
g361031581151,24,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,11,11,31,95,110,31,11,11
g361031581152,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,22,35,102,64,30,11,11
g361031581153,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,30,108,121,18,28,11,11
g361031581161,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,38,21,39,41,56,16,14,11
g361031581162,11,11,11,11,11,11,11,8,11,11,15,14,17,8,11,10,11,13,14,30,9,26,11,23
g361031582021,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,60,86,85,23,11,11,11
g361031582022,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,49,70,54,97,54,11,11
g361031582023,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,20,41,93,53,38,11,11
g361031582024,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,74,75,61,19,11,11
g361031582025,11,23,11,11,32,11,11,11,11,11,11,28,11,11,11,68,11,77,18,122,78,40,20,11
g361031582031,8,11,11,11,8,11,11,11,11,13,11,11,11,11,11,10,8,11,21,48,50,48,9,12
g361031582051,10,11,11,11,11,11,11,11,11,11,12,11,11,11,11,17,11,11,11,12,15,58,15,10
g361031582052,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,11,11,17,42,41,21,14,11
g361031582061,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,59,54,47,11
g361031582062,21,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,20,33,33,73,26,11
g361031582063,11,11,11,11,11,17,11,12,11,11,11,11,11,11,11,10,11,11,16,26,54,44,44,11
g361031582071,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,11,11,11,6,30,25,29
g361031582072,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,52,39,78,25,37
g361031582073,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,9,27,44,21,11,11,11
g361031582074,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,12,33,66,76,16,11
g361031583041,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,31,83,121,92,32,51
g361031583042,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,91,115,16,24
g361031583043,11,11,11,11,11,11,11,27,11,11,11,11,11,11,11,11,49,28,117,47,106,49,21,11
g361031583044,35,11,11,11,11,11,11,11,11,11,11,28,11,11,11,11,11,11,11,73,128,50,11,11
g361031583061,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,31,83,70,122,29,11
g361031583062,11,11,20,11,11,11,11,11,11,11,11,11,11,11,11,11,21,31,55,102,90,76,11,34
g361031583063,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,16,98,101,28,11,11
g361031583081,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,38,78,28,48,11,32
g361031583082,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,39,129,90,32,34,11,11
g361031583083,43,11,11,11,11,38,11,11,11,11,11,11,11,11,11,11,11,27,118,110,39,38,11,11
g361031583084,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,90,67,107,57,42,34,11
g361031583091,17,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,11,58,53,126,46,16,11,14
g361031583092,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,49,61,14,14,11,27
g361031583101,11,11,11,12,11,11,11,11,11,11,11,11,11,13,11,14,15,38,67,63,27,11,11,18
g361031583102,18,11,11,11,20,11,11,11,13,11,11,11,11,11,9,11,43,49,68,88,46,21,28,8
g361031583151,14,11,12,16,13,11,11,11,11,11,11,11,11,16,18,12,40,62,84,90,25,11,11,11
g361031583152,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,78,67,89,24,11,11,11
g361031583171,11,11,11,11,33,11,11,11,11,11,11,11,11,11,11,49,11,78,97,95,95,11,11,11
g361031583172,30,11,11,11,11,11,11,11,11,11,11,11,11,11,26,31,33,54,64,79,35,35,11,40
g361031583173,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,37,11,59,62,96,82,11,11,11
g361031583181,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,19,18,35,83,46,10,75,11,17
g361031583182,11,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,16,18,26,77,46,26,11,13
g361031583183,18,11,11,11,11,11,20,12,11,11,11,11,11,38,11,11,14,16,51,71,28,43,11,11
g361031583191,14,11,11,15,11,11,11,11,11,11,11,11,11,14,11,12,27,82,68,62,15,11,12,11
g361031583192,38,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,31,74,37,19,11,11
g361031583193,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,37,52,22,13,11,11
g361031583201,36,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,75,74,65,11,11
g361031583202,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,11,11,11,134,81,54,11,11
g361031583203,11,11,11,11,11,11,11,11,11,11,31,99,44,59,55,27,26,22,97,31,11,11,11,11
g361031583204,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,11,18,71,85,63,23,11,11
g361031583211,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,81,116,103,11,11,11
g361031583212,25,11,11,11,11,11,11,23,11,11,11,23,11,11,11,11,11,11,91,116,32,29,11,11
g361031583213,24,11,11,11,11,11,24,11,11,11,11,21,11,11,11,11,11,11,51,94,74,11,11,11
g361031583214,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,19,11,11,64,28,11,11,11,11
g361031583221,13,11,11,11,11,56,11,9,21,8,11,11,11,11,11,11,11,11,23,75,40,84,33,11
g361031583231,11,11,11,11,11,32,11,11,11,11,11,11,11,11,11,11,11,11,28,80,100,63,11,14
g361031583232,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,38,11,56,112,32,22,11
g361031583233,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,41,79,108,75,11,11
g361031583234,17,11,11,11,11,11,11,19,11,11,11,11,11,90,11,11,20,11,11,104,93,130,11,21
g361031584011,11,11,11,9,11,11,11,11,11,19,9,12,8,18,10,11,11,7,11,45,46,53,11,11
g361031584021,13,11,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,13,77,81,68,12,19
g361031584022,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,3,10,23,28,19,9
g361031584023,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,11,11,11,16,51,43,66,19,11
g361031584031,9,11,11,19,11,11,11,11,11,11,11,11,11,22,20,57,19,43,30,43,14,14,11,10
g361031584032,9,11,11,11,11,11,11,11,11,9,14,25,11,24,11,11,11,27,23,45,15,11,11,26
g361031584051,11,11,11,11,23,11,11,11,11,11,11,11,11,11,11,24,35,65,71,38,65,40,50,11
g361031584052,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,27,51,50,11,14
g361031584053,11,11,11,11,11,11,11,11,19,11,15,11,11,11,11,11,12,36,26,51,63,56,15,11
g361031584071,11,27,11,11,11,11,11,11,11,58,11,11,11,11,11,11,25,35,53,86,50,29,11,22
g361031584072,11,11,33,11,11,11,11,11,11,11,22,11,11,21,26,95,24,48,75,72,11,11,11,11
g361031584073,11,11,11,20,23,11,11,11,11,11,11,11,11,11,11,11,11,58,103,60,21,11,11,11
g361031584074,11,11,11,11,11,11,11,11,11,11,16,11,11,29,11,19,34,84,46,121,20,23,11,23
g361031584081,11,11,11,11,18,15,11,11,11,11,11,11,11,18,11,35,15,74,67,65,24,20,11,11
g361031584082,19,11,11,11,11,11,11,11,11,11,21,11,11,11,11,53,11,76,67,46,11,11,11,11
g361031584091,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,59,52,52,24,11,14
g361031584092,11,11,11,11,11,11,11,11,11,11,11,21,11,13,32,13,58,84,88,56,33,11,11,15
g361031584093,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,23,26,75,32,11,11,11
g361031584101,19,11,11,25,11,11,11,11,11,11,11,40,11,11,11,20,42,53,96,84,60,32,11,11
g361031584102,23,11,11,24,11,11,11,11,11,26,11,60,25,78,50,57,27,83,24,36,25,11,11,11
g361031584103,11,11,11,11,11,11,11,11,11,11,36,11,46,93,61,63,44,11,11,22,11,11,11,11
g361031585021,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,49,66,68,38,25,11,11
g361031585022,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,24,68,38,11,11,11
g361031585023,15,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,11,12,11,20,24,15,11,14
g361031585051,11,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,26,41,99,71,24,22,11
g361031585052,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,23,43,54,42,11,11
g361031585053,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,31,11,11
g361031585061,11,11,11,11,11,11,11,11,13,11,11,11,11,11,13,27,11,20,31,63,42,10,11,11
g361031585062,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,8,11,32,31,35,23,11,11,11
g361031585071,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,27,44,71,13,11,11,11
g361031585072,13,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,28,39,65,26,16,11,11
g361031585073,20,11,11,11,11,13,11,11,11,11,11,11,11,11,11,10,12,63,55,80,7,11,20,29
g361031585081,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,19,68,88,14,19,11,11
g361031585082,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,49,64,65,14,13,11
g361031585083,11,11,11,25,11,11,11,11,11,11,11,11,11,11,11,11,11,24,12,82,71,18,11,11
g361031585084,11,11,11,11,26,11,11,11,11,11,11,11,11,11,11,11,11,40,40,35,43,24,11,11
g361031585085,15,11,11,11,11,11,11,11,11,11,11,11,11,23,11,11,11,16,11,85,66,24,11,11
g361031585091,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,12,18,29,65,62,19,11,11,11
g361031585092,11,11,11,11,19,14,11,11,11,11,11,19,11,11,52,21,19,28,53,81,17,11,11,11
g361031585093,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,43,11,33,51,63,11,11,11,11
g361031585101,11,11,11,33,11,11,11,11,11,11,11,11,11,37,41,25,52,79,37,135,88,11,11,11
g361031585102,24,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,67,61,76,29,49,24,12
g361031585103,11,11,11,11,11,26,11,11,11,11,11,11,11,11,29,11,20,19,43,119,57,17,11,11
g361031585104,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,70,50,79,73,11,11,11
g361031585111,10,11,11,11,11,11,11,11,11,11,45,11,11,11,11,11,11,64,29,83,54,25,11,11
g361031585112,11,11,11,11,11,11,11,11,11,11,11,11,11,11,24,11,11,44,28,120,52,61,11,11
g361031585113,14,11,11,18,9,11,11,11,11,11,11,11,13,14,11,11,12,55,61,92,38,13,11,11
g361031585121,16,11,11,11,11,10,11,11,11,11,11,11,11,41,11,11,11,12,73,72,73,37,11,21
g361031585122,11,11,11,11,11,11,11,23,11,11,11,11,11,19,11,11,12,33,63,65,44,17,17,11
g361031586041,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,28,84,25,44,11,11
g361031586042,11,11,11,22,11,11,11,11,11,11,11,11,11,11,11,11,11,28,25,44,11,21,35,11
g361031586043,11,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,14,35,39,90,48,21,11,20
g361031586051,15,11,11,11,11,11,11,11,11,11,24,11,11,11,11,14,13,11,60,107,72,11,20,11
g361031586052,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,86,54,43,11,14
g361031586061,16,11,11,11,11,19,11,11,11,11,11,11,11,51,11,11,11,44,74,59,42,24,11,11
g361031586062,11,11,11,11,11,15,11,11,11,11,11,11,11,11,11,11,11,22,48,71,46,13,11,11
g361031586063,18,11,11,11,11,9,11,11,11,11,11,11,11,11,11,10,24,45,56,47,23,11,11,14
g361031586071,15,11,11,11,11,11,11,11,11,11,11,17,11,11,11,15,17,60,56,81,38,11,11,11
g361031586072,13,11,11,8,11,11,11,10,11,11,11,11,11,11,11,52,41,63,38,54,11,13,13,11
g361031586081,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,24,11,34,11,11,11,11
g361031586082,16,11,11,11,11,12,11,11,11,11,11,11,11,11,11,29,20,33,42,49,11,11,11,11
g361031586083,20,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,14,52,65,69,22,20,11,10
g361031586091,11,11,11,11,11,11,11,11,11,11,11,11,16,11,11,11,23,46,82,83,15,8,11,11
g361031586092,22,11,11,11,11,40,11,11,11,11,11,11,17,11,17,11,11,11,22,88,43,11,11,11
g361031586093,19,11,11,11,9,11,11,11,11,11,11,11,11,31,11,11,11,20,17,57,29,11,11,14
g361031587041,11,11,11,11,11,11,11,11,11,11,11,11,11,23,11,11,11,53,45,92,40,11,11,11
g361031587042,11,11,11,25,11,11,11,11,11,11,11,26,11,11,11,11,11,47,11,51,25,11,11,11
g361031587043,11,11,11,11,11,24,11,11,35,11,11,22,106,56,33,92,26,104,60,115,11,20,11,11
g361031587044,11,11,11,24,11,11,11,11,11,11,11,11,11,11,11,11,11,82,174,132,18,15,11,11
g361031587045,37,11,11,11,11,11,11,11,11,11,11,11,11,72,11,35,40,98,61,22,20,11,11,11
g361031587051,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,14,36,58,21,11,11,11,11
g361031587052,11,11,11,11,11,11,11,11,11,11,11,11,11,56,11,24,60,45,99,43,11,11,33,12
g361031587053,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,13,61,33,36,11,11,11,11
g361031587071,11,11,11,11,11,11,11,11,11,11,11,11,11,12,10,11,7,40,38,44,36,29,14,11
g361031587081,11,11,11,11,11,11,11,11,47,11,17,29,17,26,22,16,40,18,11,11,11,18,11,11
g361031587082,11,11,11,11,11,11,11,11,11,16,22,20,28,36,55,29,17,41,30,32,21,11,11,11
g361031587083,11,11,11,11,11,11,37,11,11,11,11,11,11,11,11,11,11,47,32,81,36,26,11,23
g361031587091,23,11,11,11,11,11,11,11,11,20,11,11,11,11,11,6,7,67,77,50,28,25,11,11
g361031587101,12,11,11,11,11,11,11,11,17,11,11,11,11,11,11,14,23,46,41,80,40,13,11,11
g361031587102,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,21,27,42,23,53,11,11,11,11
g361031587103,11,11,11,11,18,11,11,11,11,11,11,27,11,11,14,11,18,63,31,56,26,11,11,11
g361031587104,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
g361031587111,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,38,79,66,81,11,11,11
g361031587112,15,11,11,28,11,11,11,11,11,11,11,11,11,11,10,43,49,93,114,34,14,29,11,11
g361031587113,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11,61,67,61,66,35,35,11,11
g361031587121,11,11,11,11,11,11,25,11,11,11,11,11,11,106,22,11,11,88,90,15,19,51,11,11
g361031587122,11,11,11,11,11,11,11,11,11,11,11,11,11,11,30,11,11,48,113,125,63,37,11,11
g361031587123,11,11,11,11,11,11,11,19,11,11,11,11,19,11,11,11,11,54,55,66,15,15,11,11
g361031587124,11,11,29,11,11,11,11,11,11,11,11,11,11,11,11,87,11,70,28,84,11,11,19,11
g361031587125,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,11,28,108,98,92,11,11,11,11
g361031588021,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,13,54,61,60,29,11,11
g361031588022,11,11,11,11,11,11,11,11,11,15,11,11,11,11,18,11,11,17,56,67,60,40,16,11
g361031588023,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,15,51,49,59,36,11
