GEOID,B25034_001M,B25034_010M,B25034_009M,B25034_008M,B25034_007M,B25034_006M,B25034_005M,B25034_004M,B25034_003M,B25034_002M,B25024_001M,B25024_002M,B25024_003M,B25024_004M,B25024_005M,B25024_006M,B25024_007M,B25024_008M,B25024_009M,B03002_001M,B03002_003M,B03002_004M,B03002_012M,B03002_006M,B11001_001M,B11001_003M,B11001_004M,B11001_009M,B11001_008M,B25004_001M,B25004_006M,B25075_001M,B25075_002M,B25075_003M,B25075_004M,B25075_005M,B25075_006M,B25075_007M,B25075_008M,B25075_009M,B25075_010M,B25075_011M,B25075_012M,B25075_013M,B25075_014M,B25075_015M,B25075_016M,B25075_017M,B25075_018M,B25075_019M,B25075_020M,B25075_021M,B25075_022M,B25075_023M,B25075_024M,B25075_025M,C17002_001M,C17002_002M,C17002_003M,C17002_004M,C17002_005M,C17002_006M,C17002_007M,C17002_008M,B25038_001M,B25038_003M,B25038_004M,B25038_005M,B25038_006M,B25038_007M,B25038_008M,B25038_010M,B25038_011M,B25038_012M,B25038_013M,B25038_014M,B25038_015M
g361031581071,80,13,41,26,53,40,17,35,61,11,80,65,63,22,9,50,36,11,11,265,233,11,149,55,80,65,34,14,73,11,11,81,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,14,42,23,57,65,51,8,10,265,33,47,28,63,41,11,264,80,35,80,36,26,30,39,21,32,11,11,11,11
g361031581072,78,45,25,60,69,86,21,40,47,11,78,79,11,57,11,11,11,11,11,301,303,14,278,70,77,81,76,26,54,28,11,79,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,56,76,68,46,11,11,302,214,11,60,35,13,15,350,77,27,82,67,30,36,32,16,45,20,57,11,11
g361031581081,30,15,13,18,65,55,33,50,69,11,30,52,44,41,7,37,26,14,11,187,270,37,106,247,46,55,54,11,49,37,11,63,14,11,11,11,7,11,11,11,11,11,11,8,11,11,11,11,13,15,33,59,33,57,26,42,187,87,195,8,35,61,11,216,46,26,66,49,34,32,23,46,56,7,11,11,11
g361031581101,75,13,11,33,72,72,19,34,23,11,75,75,11,23,11,11,11,11,11,377,332,11,236,45,75,70,70,22,18,45,11,76,12,11,11,11,11,11,11,11,11,11,11,11,11,11,12,10,11,49,34,78,36,21,11,13,377,48,50,37,11,79,73,383,75,11,50,68,47,55,40,31,20,11,11,11,16
g361031581102,72,14,41,45,74,72,35,11,11,11,72,75,11,37,11,11,11,11,11,361,414,11,91,93,72,68,62,30,45,58,11,74,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,28,58,84,35,13,11,11,361,120,42,94,19,79,11,400,72,12,62,49,57,43,27,11,22,11,11,11,11
g361031581111,63,11,11,21,69,38,15,11,10,11,63,71,11,52,11,11,11,11,11,249,220,67,128,11,68,63,37,13,41,43,11,61,11,11,11,8,11,10,11,11,11,11,11,11,11,11,11,11,11,47,52,67,17,16,11,11,249,25,101,11,44,11,21,249,68,36,50,45,39,31,40,12,29,11,11,11,11
g361031581112,64,11,12,40,65,41,11,11,11,11,64,66,11,11,11,11,11,11,9,220,216,44,143,41,61,56,57,17,29,26,11,58,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,44,49,43,9,9,11,11,224,31,45,11,15,124,11,214,61,44,46,41,33,24,29,23,30,11,11,12,11
g361031581121,81,35,10,86,90,57,26,45,11,11,81,83,18,18,11,11,11,11,11,326,328,112,183,111,86,97,70,30,21,33,11,93,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,11,37,80,62,51,21,11,11,325,228,22,19,112,212,47,364,86,17,73,68,42,20,34,59,46,28,11,11,10
g361031581122,81,15,11,38,105,89,64,11,11,11,81,95,17,78,11,11,11,11,11,403,340,11,339,158,92,91,65,19,69,57,44,94,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,24,11,75,81,65,61,11,11,11,407,148,126,37,56,190,11,404,92,39,77,31,76,50,65,59,17,15,11,11,11
g361031581141,48,11,15,71,96,93,35,29,65,11,48,76,24,52,44,30,38,15,25,234,284,28,218,24,77,87,69,28,52,83,80,88,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,51,45,84,52,32,16,17,230,51,80,112,102,143,141,271,77,33,78,64,35,73,61,51,55,11,11,11,25
g361031581151,138,11,11,60,116,96,29,71,111,11,138,125,41,60,11,11,80,11,104,536,546,26,123,166,150,112,94,11,120,114,11,119,24,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,11,11,31,95,110,31,11,11,493,6,11,123,31,227,6,523,150,31,96,87,59,77,19,132,53,11,11,11,11
g361031581152,119,11,25,23,117,65,11,11,11,11,119,119,11,11,11,11,11,11,11,642,358,538,136,158,119,91,92,36,54,11,11,101,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,22,35,102,64,30,11,11,642,103,69,11,11,11,11,618,119,11,70,26,70,65,54,82,11,11,11,11,11
g361031581153,119,11,11,31,118,95,11,11,47,11,119,120,11,22,11,11,11,11,11,424,463,11,68,11,119,124,99,24,22,11,11,121,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,30,108,121,18,28,11,11,424,37,11,11,41,11,11,424,119,22,82,75,89,50,72,46,22,11,11,11,11
g361031581161,56,37,11,10,36,53,35,29,52,11,56,61,47,11,31,12,11,11,11,219,184,93,68,199,62,61,51,9,38,28,21,63,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,38,21,39,41,56,16,14,11,219,122,41,15,24,8,11,221,62,16,66,50,31,31,11,11,14,11,11,11,11
g361031581162,55,23,11,8,15,43,32,8,28,11,55,33,11,14,8,15,37,25,21,173,144,28,77,98,55,40,16,17,31,28,22,48,11,11,11,11,11,11,11,8,11,11,15,14,17,8,11,10,11,13,14,30,9,26,11,23,173,9,102,4,18,15,11,131,55,32,31,29,26,9,11,26,8,14,11,11,11
g361031582021,135,90,49,93,74,76,18,11,11,11,135,117,11,23,69,67,16,11,19,637,388,11,540,11,133,94,100,16,65,17,17,116,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,60,86,85,23,11,11,11,637,11,55,11,11,540,67,367,133,55,69,105,39,11,16,74,25,69,11,11,11
g361031582022,167,113,44,69,107,117,39,82,60,11,167,136,20,63,30,67,108,70,64,803,590,142,598,94,171,166,79,105,93,56,11,110,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,49,70,54,97,54,11,11,796,172,615,23,94,173,11,519,171,74,80,54,11,25,77,104,149,44,19,11,11
g361031582023,145,11,11,24,111,74,25,47,52,11,145,126,42,31,20,21,11,47,11,522,351,22,251,116,144,112,45,73,39,51,19,116,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,20,41,93,53,38,11,11,522,135,38,41,33,38,16,470,144,44,91,65,32,41,45,70,31,11,11,11,11
g361031582024,94,11,11,19,93,38,23,11,11,11,94,94,11,11,11,11,11,11,11,390,381,11,127,21,97,85,41,53,61,37,11,97,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,74,75,61,19,11,11,390,19,11,11,11,56,11,385,97,40,49,67,36,57,72,11,11,11,11,11,11
g361031582025,147,29,19,100,112,11,28,77,88,11,147,119,69,70,20,47,35,11,11,506,495,11,270,198,132,127,35,11,81,59,11,137,11,23,11,11,32,11,11,11,11,11,11,28,11,11,11,68,11,77,18,122,78,40,20,11,506,30,62,6,37,246,180,527,132,11,137,99,22,11,73,40,11,35,11,11,11
g361031582031,18,33,18,44,44,51,27,10,11,11,18,29,8,12,11,11,11,10,16,142,141,33,24,96,25,49,37,18,32,18,10,31,8,11,11,11,8,11,11,11,11,13,11,11,11,11,11,10,8,11,21,48,50,48,9,12,142,6,45,11,47,25,72,139,25,24,50,45,53,34,21,17,10,12,11,11,11
g361031582051,46,38,13,15,11,11,36,43,16,11,46,48,16,11,11,11,11,11,11,182,176,11,21,20,50,38,39,16,19,32,11,51,10,11,11,11,11,11,11,11,11,11,12,11,11,11,11,17,11,11,11,12,15,58,15,10,182,11,58,11,11,11,57,175,50,11,46,40,24,11,9,11,11,11,11,11,11
g361031582052,43,9,11,16,27,41,37,28,34,11,43,44,11,11,11,11,11,11,11,172,176,11,88,17,43,44,33,14,32,11,11,44,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,11,11,17,42,41,21,14,11,172,11,11,25,12,35,11,180,43,17,43,34,36,22,21,11,9,11,11,11,11
g361031582061,97,77,12,28,52,44,35,48,14,11,97,81,20,12,53,45,11,18,15,263,244,15,72,19,99,54,24,82,61,39,11,80,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,59,54,47,11,263,85,11,12,11,139,62,176,99,20,54,62,24,41,27,56,47,11,11,11,11
g361031582062,78,69,11,27,44,11,19,53,11,11,78,64,49,30,61,20,11,11,12,242,254,51,51,35,80,76,33,50,56,35,11,69,21,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,20,33,33,73,26,11,233,77,72,25,92,3,21,222,80,12,64,42,25,27,29,50,35,34,11,11,11
g361031582063,87,76,13,22,30,32,42,40,66,11,87,56,25,52,59,59,11,33,11,263,240,11,188,40,82,87,15,52,50,41,11,66,11,11,11,11,11,17,11,12,11,11,11,11,11,11,11,10,11,11,16,26,54,44,44,11,272,45,20,25,190,14,49,240,82,26,62,24,26,32,11,74,47,11,11,11,11
g361031582071,45,22,15,14,24,27,28,6,11,5,45,45,11,11,11,11,5,11,11,162,153,11,21,27,44,46,6,5,16,24,17,41,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,11,11,11,6,30,25,29,162,42,9,3,4,11,11,153,44,10,30,25,11,21,9,11,15,11,11,11,11
g361031582072,90,53,11,30,51,87,61,13,23,11,90,89,46,11,11,11,11,11,11,306,278,24,152,90,89,93,32,13,50,40,11,82,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,52,39,78,25,37,306,11,11,24,24,11,35,301,89,20,69,54,47,37,33,33,57,11,11,11,11
g361031582073,69,11,16,14,11,17,60,61,11,11,69,19,47,13,11,55,53,16,11,139,142,17,27,35,59,28,25,49,49,54,11,47,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,9,27,44,21,11,11,11,139,59,14,13,14,48,14,109,59,20,31,44,10,11,11,49,19,14,11,11,11
g361031582074,86,14,10,63,57,69,56,25,9,11,86,69,11,13,11,57,24,11,17,248,225,35,83,81,86,80,42,11,58,11,11,69,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,12,33,66,76,16,11,248,2,51,40,2,16,46,240,86,12,58,49,52,38,15,59,43,13,11,11,11
g361031583041,144,65,36,78,57,87,119,32,11,11,144,144,11,23,11,11,11,11,11,389,395,11,42,11,147,96,92,83,103,65,11,151,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,31,83,121,92,32,51,389,11,46,44,137,12,11,406,147,22,111,55,125,45,11,11,11,30,11,11,11
g361031583042,128,92,35,27,38,104,47,57,70,35,128,115,17,111,11,11,11,11,11,632,336,6,570,38,128,117,79,11,25,11,11,131,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,91,115,16,24,632,654,13,7,9,61,11,415,128,52,123,67,44,58,25,20,25,11,83,11,11
g361031583043,147,55,45,21,107,113,103,11,11,11,147,147,11,11,11,11,11,11,11,491,460,11,119,21,152,127,102,11,97,49,11,160,11,11,11,11,11,11,11,27,11,11,11,11,11,11,11,11,49,28,117,47,106,49,21,11,491,11,263,11,11,11,161,388,152,11,131,60,101,50,21,11,15,32,11,11,11
g361031583044,105,38,43,57,28,127,85,28,11,11,105,105,11,11,11,11,11,11,11,317,317,11,11,11,105,109,88,34,97,11,11,107,35,11,11,11,11,11,11,11,11,11,11,28,11,11,11,11,11,11,11,73,128,50,11,11,319,11,11,11,50,48,11,334,105,92,69,133,48,36,41,32,11,26,11,11,11
g361031583061,108,11,76,63,68,82,57,96,85,11,108,116,11,66,11,11,11,11,11,420,405,64,155,41,108,112,69,21,83,11,11,113,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,31,83,70,122,29,11,420,20,11,16,11,460,166,397,108,41,101,103,76,44,40,64,68,11,11,11,11
g361031583062,119,11,11,11,29,83,59,11,89,11,119,90,97,11,33,62,11,11,11,302,251,11,19,175,119,91,41,11,119,11,11,118,11,11,20,11,11,11,11,11,11,11,11,11,11,11,11,11,21,31,55,102,90,76,11,34,302,53,97,37,187,11,52,250,119,30,98,57,68,45,11,11,49,11,11,11,11
g361031583063,97,11,11,30,33,95,11,11,11,11,97,93,28,11,11,11,11,11,11,483,327,11,321,12,93,97,39,16,58,28,11,93,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,16,98,101,28,11,11,483,3,6,4,45,61,11,464,93,28,73,84,87,66,11,11,11,11,11,11,11
g361031583081,123,11,25,11,111,28,72,75,53,11,123,112,28,11,45,73,11,11,11,539,553,11,132,128,123,96,41,28,94,11,11,66,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,38,78,28,48,11,32,539,27,25,26,112,42,529,292,123,11,74,52,41,44,25,26,97,27,11,11,11
g361031583082,163,65,11,11,102,133,25,95,33,11,163,157,25,87,11,11,11,11,11,548,510,170,360,72,156,129,80,36,95,58,11,129,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,39,129,90,32,34,11,11,501,11,11,11,86,112,42,491,156,124,78,42,51,21,45,120,29,11,11,11,11
g361031583083,139,29,11,63,127,120,80,40,84,11,139,137,63,80,11,77,11,11,29,647,497,13,424,19,135,123,92,59,74,66,11,130,43,11,11,11,11,38,11,11,11,11,11,11,11,11,11,11,11,27,118,110,39,38,11,11,641,227,6,6,11,148,30,610,135,90,133,90,60,79,42,53,68,11,11,11,11
g361031583084,154,54,32,65,116,84,81,81,11,11,154,160,11,72,11,11,11,11,11,542,444,11,304,11,147,141,52,11,66,103,72,147,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,90,67,107,57,42,34,11,542,105,14,11,159,292,11,465,147,11,96,75,51,87,94,11,33,11,11,11,25
g361031583091,110,16,58,21,141,132,44,24,34,11,110,112,12,11,61,77,84,11,44,411,404,275,162,92,110,142,119,34,91,11,11,115,17,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,11,58,53,126,46,16,11,14,411,108,105,65,243,29,26,422,110,17,101,98,71,46,19,94,117,55,11,11,11
g361031583092,109,13,11,22,13,85,93,83,46,11,109,81,41,35,35,54,45,11,11,369,232,88,257,34,116,119,63,58,64,46,11,69,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,49,61,14,14,11,27,369,23,39,11,16,102,21,387,116,30,37,44,46,16,13,74,103,19,11,11,11
g361031583101,71,16,24,62,49,73,14,15,22,11,71,72,11,10,11,11,11,11,11,286,211,187,99,62,69,82,41,39,56,48,41,72,11,11,11,12,11,11,11,11,11,11,11,11,11,13,11,14,15,38,67,63,27,11,11,18,284,25,17,14,11,52,11,284,69,26,52,56,23,60,30,10,34,36,11,11,11
g361031583102,80,17,23,60,11,27,39,80,66,11,80,78,70,13,54,56,24,18,27,339,344,26,72,48,89,95,74,49,90,47,11,90,18,11,11,11,20,11,11,11,13,11,11,11,11,11,9,11,43,49,68,88,46,21,28,8,268,46,96,45,22,35,48,229,89,74,82,72,24,18,23,30,35,37,11,11,11
g361031583151,97,11,11,11,25,124,109,40,11,11,97,96,94,11,11,11,11,11,11,345,317,120,101,10,92,114,72,51,68,66,11,104,14,11,12,16,13,11,11,11,11,11,11,11,11,16,18,12,40,62,84,90,25,11,11,11,345,69,28,11,21,114,18,358,92,30,101,91,70,40,11,25,47,11,11,11,11
g361031583152,95,29,11,28,50,97,63,68,11,11,95,103,40,15,11,11,11,11,11,388,308,130,234,107,91,98,73,36,46,43,11,100,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,78,67,89,24,11,11,11,388,24,200,166,125,280,309,472,91,26,100,48,58,34,11,11,27,58,11,11,11
g361031583171,159,134,38,90,90,62,49,85,96,11,159,159,11,11,11,11,11,11,11,470,455,11,178,147,155,151,94,42,82,114,94,151,11,11,11,11,33,11,11,11,11,11,11,11,11,11,11,49,11,78,97,95,95,11,11,11,470,216,103,24,17,11,27,421,155,29,134,74,94,51,47,32,42,72,11,11,11
g361031583172,146,101,101,103,64,127,31,52,11,11,146,145,11,11,11,11,11,11,29,618,408,11,378,43,137,130,64,61,52,147,122,114,30,11,11,11,11,11,11,11,11,11,11,11,11,11,26,31,33,54,64,79,35,35,11,40,618,63,169,73,6,452,120,344,137,35,89,48,43,41,60,73,38,11,11,11,11
g361031583173,116,11,47,63,68,50,46,101,83,11,116,116,11,11,11,11,11,11,11,513,391,11,318,11,99,120,61,11,45,74,11,99,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,37,11,59,62,96,82,11,11,11,513,11,11,6,11,11,11,513,99,58,98,73,47,20,25,11,29,11,11,11,11
g361031583181,82,72,52,75,47,61,40,27,11,11,82,80,11,69,11,11,11,11,11,428,427,14,32,17,91,69,87,64,58,33,11,91,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,19,18,35,83,46,10,75,11,17,339,59,4,6,4,133,2,313,91,45,90,49,27,41,21,40,24,30,11,11,11
g361031583182,77,64,15,25,48,50,37,44,21,11,77,78,11,11,13,11,11,11,11,250,212,11,161,11,83,64,25,11,60,53,11,83,11,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,16,18,26,77,46,26,11,13,250,95,11,11,14,91,60,256,83,35,68,36,33,46,23,11,11,11,11,11,11
g361031583183,72,12,16,32,65,83,24,50,11,11,72,76,11,15,11,11,11,11,11,289,282,11,57,11,77,94,31,13,38,28,10,81,18,11,11,11,11,11,20,12,11,11,11,11,11,38,11,11,14,16,51,71,28,43,11,11,289,42,15,11,116,35,12,290,77,21,61,73,57,44,38,11,11,15,11,11,11
g361031583191,109,11,11,11,87,88,34,23,11,11,109,77,52,7,30,56,61,38,43,382,340,285,123,16,115,74,55,58,72,35,11,96,14,11,11,15,11,11,11,11,11,11,11,11,11,14,11,12,27,82,68,62,15,11,12,11,311,85,75,132,62,127,12,304,115,31,98,46,34,14,11,66,37,11,11,11,11
g361031583192,82,11,11,33,33,72,15,14,36,11,82,88,16,11,14,11,11,11,11,287,187,56,46,164,82,67,44,11,60,11,11,84,38,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,31,74,37,19,11,11,287,108,151,11,115,30,11,200,82,28,71,30,33,55,27,14,11,11,11,11,11
g361031583193,77,11,11,11,85,41,11,11,11,11,77,80,15,11,11,11,11,11,11,284,253,29,139,51,73,75,11,19,35,41,11,63,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,37,52,22,13,11,11,284,11,22,11,56,25,15,273,73,11,32,42,31,35,37,54,11,11,11,11,11
g361031583201,94,11,11,15,26,36,58,76,91,11,94,86,39,11,11,11,11,11,11,385,389,11,140,91,91,97,34,35,40,76,11,91,36,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,75,74,65,11,11,378,6,8,11,11,32,19,372,91,17,81,76,39,11,11,11,11,11,11,11,11
g361031583202,131,11,11,11,40,146,37,66,11,11,131,121,23,71,11,57,11,11,11,464,420,11,105,71,126,109,30,32,71,88,57,126,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,11,11,11,134,81,54,11,11,464,109,11,11,11,202,60,384,126,11,78,110,34,78,11,11,11,11,11,11,11
g361031583203,127,11,11,11,63,147,85,79,11,11,127,31,62,52,94,109,132,109,43,229,208,11,112,11,130,94,51,97,130,90,90,118,11,11,11,11,11,11,11,11,11,11,31,99,44,59,55,27,26,22,97,31,11,11,11,11,229,46,58,39,91,33,11,229,130,44,124,67,11,31,11,85,75,23,11,11,11
g361031583204,96,11,11,27,11,84,62,73,11,11,96,96,11,11,11,11,11,11,11,423,422,61,11,11,96,103,25,27,40,11,11,96,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,11,18,71,85,63,23,11,11,422,25,11,11,11,69,34,409,96,35,61,73,58,55,11,11,11,11,11,11,11
g361031583211,194,20,11,11,68,60,90,167,181,69,194,140,16,60,38,144,131,44,32,1002,432,264,381,888,191,177,87,100,116,124,74,143,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,81,116,103,11,11,11,1002,165,4,872,236,86,26,580,191,125,101,71,37,24,17,160,122,11,11,11,11
g361031583212,123,40,11,11,31,95,100,59,62,11,123,121,47,31,27,36,11,11,23,329,302,129,246,133,123,99,77,29,78,11,11,118,25,11,11,11,11,11,11,23,11,11,11,23,11,11,11,11,11,11,91,116,32,29,11,11,329,41,11,11,11,69,43,327,123,59,105,65,39,34,11,58,53,11,11,11,11
g361031583213,116,11,11,35,118,46,42,11,11,11,116,116,11,11,11,11,11,11,11,371,364,11,307,11,81,101,70,27,33,76,76,81,24,11,11,11,11,11,24,11,11,11,11,21,11,11,11,11,11,11,51,94,74,11,11,11,371,20,11,11,40,11,11,385,81,11,77,92,56,40,11,11,11,11,11,11,11
g361031583214,194,11,11,40,109,159,87,169,126,11,194,137,145,46,108,161,80,85,23,691,607,244,255,253,202,197,136,84,139,103,71,75,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,19,11,11,64,28,11,11,11,11,691,93,75,11,11,181,198,691,202,62,36,11,29,10,11,165,227,39,11,63,11
g361031583221,48,56,11,18,19,14,39,41,69,11,48,63,49,11,11,11,13,11,11,189,255,224,41,138,51,61,34,11,37,21,11,50,13,11,11,11,11,56,11,9,21,8,11,11,11,11,11,11,11,11,23,75,40,84,33,11,189,11,60,8,60,11,15,209,51,17,68,25,32,12,11,7,13,11,11,11,11
g361031583231,106,20,11,26,12,84,11,11,77,11,106,106,11,11,11,11,11,11,11,430,428,8,140,11,106,93,99,26,20,11,11,106,11,11,11,11,11,32,11,11,11,11,11,11,11,11,11,11,11,11,28,80,100,63,11,14,430,8,289,27,129,28,11,353,106,26,95,63,34,62,11,11,11,11,11,11,11
g361031583232,135,34,34,37,58,123,52,71,11,11,135,135,11,11,11,11,11,11,11,414,391,11,105,11,103,102,51,11,27,96,44,103,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,38,11,56,112,32,22,11,414,11,88,11,33,11,11,412,103,38,61,97,50,28,39,11,11,11,11,11,11
g361031583233,115,11,11,41,52,99,67,28,97,11,115,118,11,18,11,11,11,11,11,482,465,39,120,44,115,113,67,11,18,11,11,117,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,41,79,108,75,11,11,482,11,11,11,11,213,11,485,115,31,121,79,32,55,17,11,24,18,11,11,11
g361031583234,132,11,44,11,38,141,53,130,104,11,132,112,77,17,20,90,59,11,11,444,411,87,11,203,144,122,71,11,103,65,11,139,17,11,11,11,11,11,11,19,11,11,11,11,11,90,11,11,20,11,11,104,93,130,11,21,444,143,7,7,35,186,11,432,144,75,115,115,38,28,11,47,17,41,11,11,11
g361031584011,12,17,11,33,41,42,17,49,24,11,12,40,10,20,16,20,34,15,11,112,139,11,79,28,31,47,31,7,35,29,11,41,11,11,11,9,11,11,11,11,11,19,9,12,8,18,10,11,11,7,11,45,46,53,11,11,112,19,16,97,6,13,17,144,31,31,47,53,18,24,12,8,28,6,7,11,11
g361031584021,72,18,18,60,53,72,46,43,12,11,72,72,11,11,11,11,11,11,11,268,297,13,147,43,72,73,36,34,32,11,11,74,13,11,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,13,77,81,68,12,19,268,26,60,20,18,89,11,288,72,11,55,69,65,45,41,14,31,11,11,11,11
g361031584022,42,28,11,14,27,19,7,7,8,11,42,42,11,11,11,11,11,3,11,111,97,11,36,11,39,37,6,3,13,23,20,40,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,3,10,23,28,19,9,111,3,4,44,3,11,3,107,39,9,22,15,15,17,20,4,11,11,11,11,11
g361031584023,61,11,14,50,53,53,29,46,11,11,61,67,18,29,11,11,11,11,11,282,277,11,154,28,73,67,36,37,47,44,11,68,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,11,11,11,16,51,43,66,19,11,262,16,70,11,11,11,11,268,73,21,53,59,25,28,35,44,16,11,11,11,11
g361031584031,61,9,11,28,40,67,25,19,42,11,61,49,56,9,20,53,15,11,11,196,190,55,109,9,61,68,31,9,46,11,11,65,9,11,11,19,11,11,11,11,11,11,11,11,11,22,20,57,19,43,30,43,14,14,11,10,196,48,32,39,11,12,35,218,61,44,66,47,31,24,11,11,18,11,11,11,11
g361031584032,63,11,9,29,29,60,26,30,11,32,63,49,11,27,11,32,43,39,29,193,150,93,71,61,70,52,24,36,48,47,11,55,9,11,11,11,11,11,11,11,11,9,14,25,11,24,11,11,11,27,23,45,15,11,11,26,190,21,26,11,70,97,11,167,70,34,45,35,20,27,10,48,15,15,11,11,11
g361031584051,80,11,51,96,30,73,45,76,46,11,80,95,11,48,15,11,11,11,11,323,320,11,122,76,98,91,42,63,60,74,51,108,11,11,11,11,23,11,11,11,11,11,11,11,11,11,11,24,35,65,71,38,65,40,50,11,323,62,44,15,7,109,7,327,98,11,102,67,55,38,15,17,52,11,11,11,11
g361031584052,69,11,11,11,47,29,34,56,11,11,69,69,11,11,11,11,11,11,11,253,226,11,137,11,60,64,14,14,15,33,11,61,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,27,51,50,11,14,252,4,17,11,11,11,156,252,60,25,46,50,32,33,11,15,11,11,11,11,11
g361031584053,71,11,14,26,40,39,23,56,54,11,71,72,11,11,11,11,11,11,11,292,265,11,85,70,71,82,12,45,30,11,11,75,11,11,11,11,11,11,11,11,19,11,15,11,11,11,11,11,12,36,26,51,63,56,15,11,292,11,11,11,47,11,11,296,71,43,69,45,32,30,21,37,11,11,11,11,11
g361031584071,109,90,37,21,86,58,81,48,36,11,109,121,11,26,11,11,11,22,11,343,311,10,112,11,101,95,79,11,58,107,80,95,11,27,11,11,11,11,11,11,11,58,11,11,11,11,11,11,25,35,53,86,50,29,11,22,343,28,6,136,11,96,11,360,101,56,86,56,43,17,34,26,11,11,11,11,11
g361031584072,139,47,58,113,76,85,28,62,11,11,139,123,11,67,11,11,11,11,11,568,469,11,359,11,134,109,107,25,47,58,19,114,11,11,33,11,11,11,11,11,11,11,22,11,11,21,26,95,24,48,75,72,11,11,11,11,556,29,11,149,31,184,214,507,134,76,97,69,40,44,22,11,72,11,11,11,11
g361031584073,142,62,88,64,105,96,11,55,11,11,142,144,11,66,11,24,11,11,11,444,448,11,34,11,128,90,81,11,78,125,56,129,11,11,11,20,23,11,11,11,11,11,11,11,11,11,11,11,11,58,103,60,21,11,11,11,444,11,11,11,301,19,11,315,128,11,48,110,55,11,23,24,45,19,11,11,11
g361031584074,141,75,71,103,74,26,25,102,37,31,141,142,11,11,11,11,11,23,11,483,495,11,94,11,135,132,50,29,43,92,11,120,11,11,11,11,11,11,11,11,11,11,16,11,11,29,11,19,34,84,46,121,20,23,11,23,483,35,5,5,18,161,11,496,135,31,120,72,59,11,11,11,71,11,11,11,11
g361031584081,97,71,62,66,53,82,56,56,53,11,97,105,21,25,15,11,11,11,11,402,357,11,205,11,97,101,72,21,84,65,52,92,11,11,11,11,18,15,11,11,11,11,11,11,11,18,11,35,15,74,67,65,24,20,11,11,402,70,175,148,16,150,179,339,97,61,62,75,33,28,20,90,57,11,11,11,11
g361031584082,103,64,63,66,56,57,70,18,11,11,103,104,11,11,11,11,11,11,11,273,279,11,104,11,85,81,65,40,73,61,50,95,19,11,11,11,11,11,11,11,11,11,21,11,11,11,11,53,11,76,67,46,11,11,11,11,273,32,112,25,11,99,29,265,85,32,62,66,31,29,48,53,34,28,18,11,11
